player_tm_id,player_name,profile_url,dob,age,height_cm,nationality,second_nationality,detailed_position,strong_foot,current_club,scrape_status
730861,Milos Kerkez,https://www.transfermarkt.com/milos-kerkez/profil/spieler/730861,07/11/2003 (22),LIAN Sports Group,180,"Hungary
  Serbia",,Defender - Left-Back,left,Liverpool FC,ok
234803,Andrew Robertson,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,11/03/1994 (32),Gersh,178,Scotland,,Defender - Left-Back,left,Liverpool FC,ok
484547,Jeremie Frimpong,https://www.transfermarkt.com/jeremie-frimpong/profil/spieler/484547,10/12/2000 (25),Prolific Sports ...,172,"Netherlands
  Ghana",,Defender - Right-Back,right,Liverpool FC,ok
624258,Conor Bradley,https://www.transfermarkt.com/conor-bradley/profil/spieler/624258,09/07/2003 (22),,181,Northern Ireland,,Defender - Right-Back,right,Liverpool FC,ok
633652,Calvin Ramsay,https://www.transfermarkt.com/calvin-ramsay/profil/spieler/633652,31/07/2003 (22),Gersh,177,Scotland,,Defender - Right-Back,right,Liverpool FC,ok
478573,Ryan Gravenberch,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,16/05/2002 (24),Team Raiola,190,"Netherlands
  Suriname",,Midfield - Defensive Midfield,right,Liverpool FC,ok
146310,Wataru Endo,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310,09/02/1993 (33),Universal Sports ...,178,Japan,,Midfield - Defensive Midfield,right,Liverpool FC,ok
864799,Stefan Bajcetic,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,22/10/2004 (21),ROOF,185,"Spain
  Serbia",,Midfield - Defensive Midfield,right,Liverpool FC,ok
534033,Alexis Mac Allister,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,24/12/1998 (27),,176,"Argentina
  Italy",,Midfield - Central Midfield,right,Liverpool FC,ok
433188,Curtis Jones,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,30/01/2001 (25),THE·TEAM,185,England,,Midfield - Central Midfield,right,Liverpool FC,ok
1045123,Trey Nyoni,https://www.transfermarkt.com/trey-nyoni/profil/spieler/1045123,30/06/2007 (18),SEG,180,"England
  Zimbabwe",,Midfield - Central Midfield,right,Liverpool FC UEFA U19,ok
598577,Florian Wirtz,https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,03/05/2003 (23),Relatives,177,Germany,,Midfield - Attacking Midfield,right,Liverpool FC,ok
451276,Dominik Szoboszlai,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,25/10/2000 (25),EM Sports Consulting,187,Hungary,,Midfield - Attacking Midfield,right,Liverpool FC,ok
434675,Cody Gakpo,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,07/05/1999 (27),SEG,193,"Netherlands
  Togo",,Attack - Left Winger,right,Liverpool FC,ok
1108466,Rio Ngumoha,https://www.transfermarkt.com/rio-ngumoha/profil/spieler/1108466,29/08/2008 (17),,170,"England
  Nigeria",,Attack - Left Winger,right,Liverpool FC,ok
148455,Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,15/06/1992 (33),,175,Egypt,,Attack - Right Winger,left,Liverpool FC,ok
341092,Federico Chiesa,https://www.transfermarkt.com/federico-chiesa/profil/spieler/341092,25/10/1997 (28),LIAN Sports Group,175,Italy,,Attack - Right Winger,right,Liverpool FC,ok
349066,Alexander Isak,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066,21/09/1999 (26),Universal Twenty Two,192,"Sweden
  Eritrea",,Attack - Centre-Forward,right,Liverpool FC,ok
709726,Hugo Ekitiké,https://www.transfermarkt.com/hugo-ekitike/profil/spieler/709726,20/06/2002 (23),OSA,190,"France
  Cameroon",,Attack - Centre-Forward,right,Liverpool FC,ok
315858,Gianluigi Donnarumma,https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858,25/02/1999 (27),Team Raiola,196,Italy,,Goalkeeper,right,Manchester City,ok
566799,James Trafford,https://www.transfermarkt.com/james-trafford/profil/spieler/566799,10/10/2002 (23),,192,England,,Goalkeeper,right,Manchester City,ok
116648,Marcus Bettinelli,https://www.transfermarkt.com/marcus-bettinelli/profil/spieler/116648,24/05/1992 (34),Refuel Performance ...,193,"England
  Italy",,Goalkeeper,right,Manchester City,ok
475959,Josko Gvardiol,https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,23/01/2002 (24),Marjan Sisic,185,Croatia,,Defender - Centre-Back,left,Manchester City,ok
392757,Marc Guéhi,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,13/07/2000 (25),Unique Sports Group,182,"England
  Cote d'Ivoire",,Defender - Centre-Back,right,Manchester City,ok
258004,Rúben Dias,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,14/05/1997 (29),Gestifute,187,Portugal,,Defender - Centre-Back,right,Manchester City,ok
763079,Abdukodir Khusanov,https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079,29/02/2004 (22),Football Group LLC,186,Uzbekistan,,Defender - Centre-Back,right,Manchester City,ok
186590,John Stones,https://www.transfermarkt.com/john-stones/profil/spieler/186590,28/05/1994 (32) Happy Birthday,THE·TEAM,188,England,,Defender - Centre-Back,right,Manchester City,ok
177476,Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,18/02/1995 (31),THE·TEAM,180,"Netherlands
  Cote d'Ivoire",,Defender - Centre-Back,left,Manchester City,ok
843595,Max Alleyne,https://www.transfermarkt.com/max-alleyne/profil/spieler/843595,21/07/2005 (20),ROOF,185,"England
  Barbados",,Defender - Centre-Back,both,Manchester City,ok
743413,Nico O'Reilly,https://www.transfermarkt.com/nico-oreilly/profil/spieler/743413,21/03/2005 (21),SEG,193,"England
  Jamaica",,Defender - Left-Back,left,Manchester City,ok
578391,Rayan Aït-Nouri,https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391,06/06/2001 (24),CAA Stellar,180,"Algeria
  France",,Defender - Left-Back,left,Manchester City,ok
601883,Matheus Nunes,https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883,27/08/1998 (27),Gestifute,183,"Portugal
  Brazil",,Defender - Right-Back,right,Manchester City,ok
701057,Rico Lewis,https://www.transfermarkt.com/rico-lewis/profil/spieler/701057,21/11/2004 (21),CAA Base Ltd,170,"England
  Jamaica",,Defender - Right-Back,right,Manchester City,ok
357565,Rodri,https://www.transfermarkt.com/rodri/profil/spieler/357565,22/06/1996 (29),Pablo Barquero,191,Spain,,Midfield - Defensive Midfield,right,Manchester City,ok
466805,Nico González,https://www.transfermarkt.com/nico-gonzalez/profil/spieler/466805,03/01/2002 (24),Gestifute,188,Spain,,Midfield - Defensive Midfield,right,Manchester City,ok
460939,Tijjani Reijnders,https://www.transfermarkt.com/tijjani-reijnders/profil/spieler/460939,29/07/1998 (27),Relatives,185,Netherlands,,Midfield - Central Midfield,right,Manchester City,ok
911736,Sverre Nypan,https://www.transfermarkt.com/sverre-nypan/profil/spieler/911736,19/12/2006 (19),Rafaela Pimenta,182,Norway,,Midfield - Central Midfield,both,Manchester City,ok
51471,Mateo Kovacic,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,06/05/1994 (32),VPA SPORTS ...,177,Croatia,,Midfield - Central Midfield,right,Manchester City,ok
406635,Phil Foden,https://www.transfermarkt.com/phil-foden/profil/spieler/406635,28/05/2000 (26) Happy Birthday,,171,England,,Midfield - Attacking Midfield,left,Manchester City,ok
607223,Rayan Cherki,https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223,17/08/2003 (22),,177,"France
  Algeria",,Midfield - Attacking Midfield,both,Manchester City,ok
241641,Bernardo Silva,https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641,10/08/1994 (31),Gestifute,173,Portugal,,Midfield - Attacking Midfield,left,Manchester City,ok
486049,Jérémy Doku,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049,27/05/2002 (24),Elevate,173,"Belgium
  Ghana",,Attack - Left Winger,right,Manchester City,ok
743591,Savinho,https://www.transfermarkt.com/savinho/profil/spieler/743591,10/04/2004 (22),Promanager,176,Brazil,,Attack - Left Winger,left,Manchester City,ok
583255,Antoine Semenyo,https://www.transfermarkt.com/antoine-semenyo/profil/spieler/583255,07/01/2000 (26),,185,"Ghana
  England",,Attack - Right Winger,right,Manchester City,ok
418560,Erling Haaland,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560,21/07/2000 (25),Rafaela Pimenta,195,Norway,,Attack - Centre-Forward,left,Manchester City,ok
445939,Omar Marmoush,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,07/02/1999 (27),CAA Stellar,183,"Egypt
  Canada",,Attack - Centre-Forward,right,Manchester City,ok
503883,Senne Lammens,https://www.transfermarkt.com/senne-lammens/profil/spieler/503883,07/07/2002 (23),PROFI-MANAGEMENT,193,Belgium,,Goalkeeper,right,Manchester United,ok
336077,Altay Bayındır,https://www.transfermarkt.com/altay-bayindir/profil/spieler/336077,14/04/1998 (28),SEFA SEYREK,198,Türkiye,,Goalkeeper,right,Manchester United,ok
34130,Tom Heaton,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130,15/04/1986 (40),Louie Anthony ...,188,England,,Goalkeeper,right,Manchester United,ok
923831,Leny Yoro,https://www.transfermarkt.com/leny-yoro/profil/spieler/923831,13/11/2005 (20),Gestifute,190,"France
  Cote d'Ivoire",,Defender - Centre-Back,right,Manchester United,ok
326031,Matthijs de Ligt,https://www.transfermarkt.com/matthijs-de-ligt/profil/spieler/326031,12/08/1999 (26),Rafaela Pimenta,189,Netherlands,,Defender - Centre-Back,right,Manchester United,ok
480762,Lisandro Martínez,https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762,18/01/1998 (28),Score Futbol,175,Argentina,,Defender - Centre-Back,left,Manchester United,ok
1078163,Ayden Heaven,https://www.transfermarkt.com/ayden-heaven/profil/spieler/1078163,22/09/2006 (19),,189,"England
  Ghana",,Defender - Centre-Back,left,Manchester United,ok
177907,Harry Maguire,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,05/03/1993 (33),Triple S Sports,194,England,,Defender - Centre-Back,right,Manchester United,ok
183288,Luke Shaw,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,12/07/1995 (30),CAA Stellar,178,England,,Defender - Left-Back,left,Manchester United,ok
339340,Tyrell Malacia,https://www.transfermarkt.com/tyrell-malacia/profil/spieler/339340,17/08/1999 (26),Darren Dein,169,"Netherlands
  Curacao",,Defender - Left-Back,left,Manchester United,ok
357147,Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,18/03/1999 (27),Proeleven S.A.,183,Portugal,,Defender - Right-Back,right,Manchester United,ok
340456,Noussair Mazraoui,https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456,14/11/1997 (28),Rafaela Pimenta,183,"Morocco
  Netherlands",,Defender - Right-Back,right,Manchester United,ok
820374,Kobbie Mainoo,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374,19/04/2005 (21),CAA Stellar,184,"England
  Ghana",,Midfield - Defensive Midfield,right,Manchester United,ok
476701,Manuel Ugarte,https://www.transfermarkt.com/manuel-ugarte/profil/spieler/476701,11/04/2001 (25),Gestifute,182,Uruguay,,Midfield - Defensive Midfield,right,Manchester United,ok
16306,Casemiro,https://www.transfermarkt.com/casemiro/profil/spieler/16306,23/02/1992 (34),Best of You,185,"Brazil
  Spain",,Midfield - Defensive Midfield,right,Manchester United,ok
240306,Bruno Fernandes,https://www.transfermarkt.com/bruno-fernandes/profil/spieler/240306,08/09/1994 (31),AS1,179,Portugal,,Midfield - Attacking Midfield,right,Manchester United,ok
346483,Mason Mount,https://www.transfermarkt.com/mason-mount/profil/spieler/346483,10/01/1999 (27),Relatives,181,England,,Midfield - Attacking Midfield,right,Manchester United,ok
926952,Patrick Dorgu,https://www.transfermarkt.com/patrick-dorgu/profil/spieler/926952,26/10/2004 (21),CAA Base Ltd,185,"Denmark
  Nigeria",,Attack - Left Winger,left,Manchester United,ok
413039,Bryan Mbeumo,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039,07/08/1999 (26),ESN,171,"Cameroon
  France",,Attack - Right Winger,left,Manchester United,ok
536835,Amad Diallo,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,11/07/2002 (23),#LEADERS,173,"Cote d'Ivoire
  Italy",,Attack - Right Winger,left,Manchester United,ok
517894,Matheus Cunha,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,27/05/1999 (27),Bertolucci Sports,183,Brazil,,Attack - Centre-Forward,right,Manchester United,ok
627442,Benjamin Sesko,https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442,31/05/2003 (22),Pro transfer,195,Slovenia,,Attack - Centre-Forward,right,Manchester United,ok
435648,Joshua Zirkzee,https://www.transfermarkt.com/joshua-zirkzee/profil/spieler/435648,22/05/2001 (25),Sports Invest UK ltd,193,"Netherlands
  Nigeria",,Attack - Centre-Forward,right,Manchester United,ok
1042886,Chido Obi,https://www.transfermarkt.com/chido-obi/profil/spieler/1042886,29/11/2007 (18),Elite Project Group ...,188,"Denmark
  Nigeria",,Attack - Centre-Forward,right,Manchester United U21,ok
427568,Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,14/05/1998 (28),World in Motion,190,England,,Goalkeeper,right,Newcastle United,ok
192080,Nick Pope,https://www.transfermarkt.com/nick-pope/profil/spieler/192080,19/04/1992 (34),CAA Stellar,198,England,,Goalkeeper,right,Newcastle United,ok
142389,Mark Gillespie,https://www.transfermarkt.com/mark-gillespie/profil/spieler/142389,27/03/1992 (34),SMI Sports ...,191,England,,Goalkeeper,right,Newcastle United,ok
29712,John Ruddy,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712,24/10/1986 (39),THE·TEAM,192,England,,Goalkeeper,right,Newcastle United,ok
521964,Malick Thiaw,https://www.transfermarkt.com/malick-thiaw/profil/spieler/521964,08/08/2001 (24),Unique Sports Group,194,"Germany
  Finland",,Defender - Centre-Back,right,Newcastle United,ok
361093,Sven Botman,https://www.transfermarkt.com/sven-botman/profil/spieler/361093,12/01/2000 (26),Muy Manero,193,Netherlands,,Defender - Centre-Back,left,Newcastle United,ok
135343,Fabian Schär,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343,20/12/1991 (34),Sports360 GmbH,186,Switzerland,,Defender - Centre-Back,right,Newcastle United,ok
134270,Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,09/05/1992 (34),Elite Management ...,200,England,,Defender - Centre-Back,left,Newcastle United,ok
670858,Lewis Hall,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858,08/09/2004 (21),THE·TEAM,179,England,,Defender - Left-Back,left,Newcastle United,ok
900601,Alex Murphy,https://www.transfermarkt.com/alex-murphy/profil/spieler/900601,25/06/2004 (21),THE·TEAM,188,Ireland,,Defender - Left-Back,left,Newcastle United,ok
503981,Tino Livramento,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,12/11/2002 (23),THE·TEAM,182,"England
  Scotland",,Defender - Right-Back,right,Newcastle United,ok
95810,Kieran Trippier,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,19/09/1990 (35),CAA Base Ltd,173,England,,Defender - Right-Back,right,Newcastle United,ok
184528,Emil Krafth,https://www.transfermarkt.com/emil-krafth/profil/spieler/184528,02/08/1994 (31),Global Soccer ...,184,Sweden,,Defender - Right-Back,right,Newcastle United,ok
397033,Sandro Tonali,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,08/05/2000 (26),GR Sports,181,Italy,,Midfield - Defensive Midfield,right,Newcastle United,ok
520624,Bruno Guimarães,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624,16/11/1997 (28),Bertolucci Sports,182,"Brazil
  Spain",,Midfield - Central Midfield,right,Newcastle United,ok
503749,Jacob Ramsey,https://www.transfermarkt.com/jacob-ramsey/profil/spieler/503749,28/05/2001 (25) Happy Birthday,Unique Sports Group,180,England,,Midfield - Central Midfield,right,Newcastle United,ok
333241,Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,14/08/1996 (29),ROGON,186,Brazil,,Midfield - Central Midfield,right,Newcastle United,ok
922769,Lewis Miley,https://www.transfermarkt.com/lewis-miley/profil/spieler/922769,01/05/2006 (20),Unique Sports Group,189,England,,Midfield - Central Midfield,right,Newcastle United,ok
340329,Joe Willock,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,20/08/1999 (26),Family Reliance ...,186,"England
  Montserrat",,Midfield - Central Midfield,right,Newcastle United,ok
503733,Anthony Gordon,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733,24/02/2001 (25),Unique Sports Group,183,England,,Attack - Left Winger,right,Newcastle United,ok
398065,Harvey Barnes,https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065,09/12/1997 (28),THE·TEAM,182,"England
  Scotland",,Attack - Left Winger,right,Newcastle United,ok
583189,Anthony Elanga,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,27/04/2002 (24),PANTHERA,178,"Sweden
  Cameroon",,Attack - Right Winger,right,Newcastle United,ok
199527,Jacob Murphy,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,24/02/1995 (31),THE·TEAM,179,"England
  Ireland",,Attack - Right Winger,right,Newcastle United,ok
455661,Nick Woltemade,https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661,14/02/2002 (24),Headtrick GmbH & ...,198,Germany,,Attack - Centre-Forward,right,Newcastle United,ok
388165,Yoane Wissa,https://www.transfermarkt.com/yoane-wissa/profil/spieler/388165,03/09/1996 (29),Rudy Raba,176,"DR Congo
  France",,Attack - Centre-Forward,right,Newcastle United,ok
609556,William Osula,https://www.transfermarkt.com/william-osula/profil/spieler/609556,04/08/2003 (22),CAA Stellar,191,"Denmark
  England",,Attack - Centre-Forward,right,Newcastle United,ok
432914,John Victor,https://www.transfermarkt.com/john-victor/profil/spieler/432914,13/02/1996 (30),Bertolucci Sports,197,"Brazil
  Portugal",,Goalkeeper,right,Nottingham Forest,ok
85941,Stefan Ortega,https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941,06/11/1992 (33),neblung ...,185,"Germany
  Spain",,Goalkeeper,right,Nottingham Forest,ok
127202,Matz Sels,https://www.transfermarkt.com/matz-sels/profil/spieler/127202,26/02/1992 (34),Cherry Sports,188,Belgium,,Goalkeeper,right,Nottingham Forest,ok
201574,Angus Gunn,https://www.transfermarkt.com/angus-gunn/profil/spieler/201574,22/01/1996 (30),Triple S Sports,196,"Scotland
  England",,Goalkeeper,right,Nottingham Forest,ok
1005649,Murillo,https://www.transfermarkt.com/murillo/profil/spieler/1005649,04/07/2002 (23),FWD Team,180,Brazil,,Defender - Centre-Back,left,Nottingham Forest,ok
413507,Nikola Milenković,https://www.transfermarkt.com/nikola-milenkovic/profil/spieler/413507,12/10/1997 (28),LIAN Sports Group,195,Serbia,,Defender - Centre-Back,right,Nottingham Forest,ok
673492,Morato,https://www.transfermarkt.com/morato/profil/spieler/673492,30/06/2001 (24),Bertolucci Sports,192,Brazil,,Defender - Centre-Back,left,Nottingham Forest,ok
984096,Jair Cunha,https://www.transfermarkt.com/jair-cunha/profil/spieler/984096,07/03/2005 (21),Bertolucci Sports,198,Brazil,,Defender - Centre-Back,both,Nottingham Forest,ok
933017,Zach Abbott,https://www.transfermarkt.com/zach-abbott/profil/spieler/933017,13/05/2006 (20),CAA Stellar,180,England,,Defender - Centre-Back,right,Nottingham Forest U21,ok
142310,Willy Boly,https://www.transfermarkt.com/willy-boly/profil/spieler/142310,03/02/1991 (35),Sport Cover,195,"Cote d'Ivoire
  France",,Defender - Centre-Back,right,Nottingham Forest,ok
503680,Neco Williams,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,13/04/2001 (25),Unique Sports Group,183,Wales,,Defender - Left-Back,right,Nottingham Forest,ok
524285,Luca Netz,https://www.transfermarkt.com/luca-netz/profil/spieler/524285,15/05/2003 (23),11WINS,184,Germany,,Defender - Left-Back,left,Nottingham Forest,ok
236490,Ola Aina,https://www.transfermarkt.com/ola-aina/profil/spieler/236490,08/10/1996 (29),Elite Project Group ...,184,"Nigeria
  England",,Defender - Right-Back,right,Nottingham Forest,ok
708072,Nicolò Savona,https://www.transfermarkt.com/nicolo-savona/profil/spieler/708072,19/03/2003 (23),Mp Management,192,Italy,,Defender - Right-Back,right,Nottingham Forest,ok
897481,Eric da Silva Moreira,https://www.transfermarkt.com/eric-da-silva-moreira/profil/spieler/897481,03/05/2006 (20),Gestifute,185,"Germany
  Portugal",,Defender - Right-Back,right,Nottingham Forest,ok
375885,Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,02/12/1997 (28),,191,Cote d'Ivoire,,Midfield - Defensive Midfield,right,Nottingham Forest,ok
567576,Elliot Anderson,https://www.transfermarkt.com/elliot-anderson/profil/spieler/567576,06/11/2002 (23),CAA Stellar,179,"England
  Scotland",,Midfield - Central Midfield,right,Nottingham Forest,ok
497291,Nicolás Domínguez,https://www.transfermarkt.com/nicolas-dominguez/profil/spieler/497291,28/06/1998 (27),Interplayers,179,"Argentina
  Italy",,Midfield - Central Midfield,right,Nottingham Forest,ok
425902,Ryan Yates,https://www.transfermarkt.com/ryan-yates/profil/spieler/425902,21/11/1997 (28),CAA Base Ltd,190,England,,Midfield - Central Midfield,right,Nottingham Forest,ok
429014,Morgan Gibbs-White,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,27/01/2000 (26),CAA Stellar,171,"England
  Jamaica",,Midfield - Attacking Midfield,right,Nottingham Forest,ok
741238,Omari Hutchinson,https://www.transfermarkt.com/omari-hutchinson/profil/spieler/741238,30/10/2003 (22),Bertolucci Sports,174,"England
  Jamaica",,Midfield - Attacking Midfield,left,Nottingham Forest,ok
583199,James McAtee,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,18/10/2002 (23),YMU Management Ltd.,180,England,,Midfield - Attacking Midfield,left,Nottingham Forest,ok
392768,Callum Hudson-Odoi,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,07/11/2000 (25),BTS,178,"England
  Ghana",,Attack - Left Winger,right,Nottingham Forest,ok
365108,Dan Ndoye,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,25/10/2000 (25),Binary Sports Group,184,"Switzerland
  Senegal",,Attack - Right Winger,right,Nottingham Forest,ok
540664,Dilane Bakwa,https://www.transfermarkt.com/dilane-bakwa/profil/spieler/540664,26/08/2002 (23),Sport Cover,180,"France
  DR Congo",,Attack - Right Winger,left,Nottingham Forest,ok
572265,Lorenzo Lucca,https://www.transfermarkt.com/lorenzo-lucca/profil/spieler/572265,10/09/2000 (25),GR Sports,200,Italy,,Attack - Centre-Forward,right,Nottingham Forest,ok
432164,Igor Jesus,https://www.transfermarkt.com/igor-jesus/profil/spieler/432164,25/02/2001 (25),JBSports,179,"Brazil
  United Arab Emirates",,Attack - Centre-Forward,right,Nottingham Forest,ok
295313,Taiwo Awoniyi,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,12/08/1997 (28),ROOF,183,Nigeria,,Attack - Centre-Forward,right,Nottingham Forest,ok
108725,Chris Wood,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,07/12/1991 (34),CAA Base Ltd,191,New Zealand,,Attack - Centre-Forward,right,Nottingham Forest,ok
468539,Daniel Peretz,https://www.transfermarkt.com/daniel-peretz/profil/spieler/468539,10/07/2000 (25),BMS Sportconsulting ...,190,"Israel
  Germany",,Goalkeeper,right,Southampton FC,ok
95976,Alex McCarthy,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976,03/12/1989 (36),SBM,193,England,,Goalkeeper,right,Southampton FC,ok
151334,George Long,https://www.transfermarkt.com/george-long/profil/spieler/151334,05/11/1993 (32),THE·TEAM,193,England,,Goalkeeper,left,Southampton FC,ok
57057,Jamie Jones,https://www.transfermarkt.com/jamie-jones/profil/spieler/57057,18/02/1989 (37),Refuel Performance ...,191,England,,Goalkeeper,right,Southampton FC,ok
503977,Taylor Harwood-Bellis,https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977,30/01/2002 (24),Unique Sports Group,188,England,,Defender - Centre-Back,right,Southampton FC,ok
503990,Nathan Wood,https://www.transfermarkt.com/nathan-wood/profil/spieler/503990,31/05/2002 (23),,188,"England
  Jamaica",,Defender - Centre-Back,right,Southampton FC,ok
790918,Joshua Quarshie,https://www.transfermarkt.com/joshua-quarshie/profil/spieler/790918,26/07/2004 (21),Unique Sports Group,196,"Germany
  Ghana",,Defender - Centre-Back,both,Southampton FC,ok
163744,Jack Stephens,https://www.transfermarkt.com/jack-stephens/profil/spieler/163744,27/01/1994 (32),CAA Stellar,185,England,,Defender - Centre-Back,right,Southampton FC,ok
986298,Joachim Kayi Sanda,https://www.transfermarkt.com/joachim-kayi-sanda/profil/spieler/986298,29/11/2006 (19),,186,"France
  DR Congo",,Defender - Centre-Back,right,Southampton FC,ok
729264,Welington,https://www.transfermarkt.com/welington/profil/spieler/729264,19/02/2001 (25),RF SPORTS,170,Brazil,,Defender - Left-Back,left,Southampton FC,ok
262300,Ryan Manning,https://www.transfermarkt.com/ryan-manning/profil/spieler/262300,14/06/1996 (29),THE·TEAM,173,Ireland,,Defender - Left-Back,left,Southampton FC,ok
646478,Elias Jelert,https://www.transfermarkt.com/elias-jelert/profil/spieler/646478,12/06/2003 (22),THE·TEAM,178,Denmark,,Defender - Right-Back,right,Southampton FC,ok
391005,Mads Roerslev,https://www.transfermarkt.com/mads-roerslev/profil/spieler/391005,24/06/1999 (26),THE·TEAM,184,Denmark,,Defender - Right-Back,right,Southampton FC,ok
324223,James Bree,https://www.transfermarkt.com/james-bree/profil/spieler/324223,11/12/1997 (28),THE·TEAM,182,England,,Defender - Right-Back,right,Southampton FC,ok
506189,Flynn Downes,https://www.transfermarkt.com/flynn-downes/profil/spieler/506189,20/01/1999 (27),THE·TEAM,178,England,,Midfield - Defensive Midfield,right,Southampton FC,ok
747951,Shea Charles,https://www.transfermarkt.com/shea-charles/profil/spieler/747951,05/11/2003 (22),,189,"Northern Ireland
  England",,Midfield - Defensive Midfield,right,Southampton FC,ok
66100,Oriol Romeu,https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100,24/09/1991 (34),MagicPlayers,183,Spain,,Midfield - Defensive Midfield,right,Southampton FC,ok
696116,Caspar Jander,https://www.transfermarkt.com/caspar-jander/profil/spieler/696116,23/03/2003 (23),OSSC,183,Germany,,Midfield - Central Midfield,right,Southampton FC,ok
866656,Cameron Bragg,https://www.transfermarkt.com/cameron-bragg/profil/spieler/866656,28/10/2004 (21),THE·TEAM,,"Scotland
  England",,Midfield - Central Midfield,,Southampton FC,ok
626319,Tom Fellows,https://www.transfermarkt.com/tom-fellows/profil/spieler/626319,25/07/2003 (22),THE·TEAM,183,England,,Midfield - Right Midfield,right,Southampton FC,ok
480723,Finn Azaz,https://www.transfermarkt.com/finn-azaz/profil/spieler/480723,07/09/2000 (25),Unique Sports Group,185,"Ireland
  England",,Midfield - Attacking Midfield,right,Southampton FC,ok
804219,Léo Scienza,https://www.transfermarkt.com/leo-scienza/profil/spieler/804219,13/09/1998 (27),CM FOOTBALL ...,175,"Brazil
  Luxembourg",,Midfield - Attacking Midfield,both,Southampton FC,ok
902021,Kuryu Matsuki,https://www.transfermarkt.com/kuryu-matsuki/profil/spieler/902021,30/04/2003 (23),Sports360 GmbH,180,Japan,,Midfield - Attacking Midfield,left,Southampton FC,ok
1045124,Jay Robinson,https://www.transfermarkt.com/jay-robinson/profil/spieler/1045124,15/03/2007 (19),CAA Stellar,176,England,,Attack - Left Winger,right,Southampton FC,ok
